order,i,indrep,avg,author_last,finit_1,finit_2,finit_abv,co_author,sinit_1,sinit_2,sinit_abv,journal,journal_isi,year_pub,study,study_num,subject,latitude,longitude,habitat,loc,trt_taxa,rsp_taxa,trt_taxa_less,rsp_taxa_less,sp1_taxname,sp1_type,sp2_taxname,sp2_type,data_from,data_type,data_var,type_cond,thirdparty_type,condition,duration_d,sep_con,exp_x,exp_n,exp_se,exp_sd,con_x,con_n,con_se,con_sd,data_coll,exclude
8868,41,lllllllllllllllllllllllllllllllllllllllll,4268,Grant,douglas,w,dw,Etal,,,,Plant Ecology,plant_ecol,2003,GrEt03Pl,178,c,999999,999999,t,greenhouse,tp,tp,p,p,Sporobolus cryptandrus,perennial grass,Acroptilon repens,russian knapweed,table 3,biomass,"biomass (mg), tiller number",species identity,na,Sporobolus cryptandrus,28,1,8.1,4,3.06,6.12,5.1,4,1.37,2.74,prudence,0
8869,41,lllllllllllllllllllllllllllllllllllllllll,4268,Grant,douglas,w,dw,Etal,,,,Plant Ecology,plant_ecol,2003,GrEt03Pl,178,c,999999,999999,t,greenhouse,tp,tp,p,p,Sporobolus cryptandrus,perennial grass,Acroptilon repens,russian knapweed,table 3,biomass,"biomass (mg), tiller number",species identity,na,Sporobolus cryptandrus,28,1,8.8,4,2.38,4.76,1.5,4,0.38,0.76,prudence,0
8870,41,lllllllllllllllllllllllllllllllllllllllll,4268,Grant,douglas,w,dw,Etal,,,,Plant Ecology,plant_ecol,2003,GrEt03Pl,178,c,999999,999999,t,greenhouse,tp,tp,p,p,Sporobolus cryptandrus,perennial grass,Acroptilon repens,russian knapweed,table 3,biomass,"biomass (mg), tiller number",species identity,na,Sporobolus cryptandrus,28,1,1.1,4,0.07,0.14,1,4,0.2,0.4,prudence,0
8871,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4269,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Achillea millefolium,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Achillea,,1,8.6,5,6.9,15.42886904,0,5,,,prudence,0
8872,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4269,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Achillea millefolium,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Achillea,,1,28,5,16,35.77708764,0.7,5,0.5,1.118033989,prudence,0
8873,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4269,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Achillea millefolium,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Achillea,,1,9.2,5,5,11.18033989,0.4,5,0.4,0.894427191,prudence,0
8874,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4269,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Achillea millefolium,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Achillea,,1,15.6,5,5.8,12.96919427,1,5,0.8,1.788854382,prudence,0
8875,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4270,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Hypericum perforatum,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Hypericum,,1,14.8,5,7,15.65247584,0,5,,,prudence,0
8876,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4270,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Hypericum perforatum,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Hypericum,,1,27,5,19.3,43.15611197,0.2,5,0.2,0.447213595,prudence,0
8877,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4270,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Hypericum perforatum,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Hypericum,,1,21.4,5,10.2,22.80789337,0,5,,,prudence,0
8878,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4270,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Hypericum perforatum,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Hypericum,,1,4.6,5,1.5,3.354101966,0,5,,,prudence,0
8879,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4271,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Monarda fistulosa,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Monarda,,1,8,5,2.8,6.260990337,1.8,5,1.3,2.906888371,prudence,0
8880,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4271,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Monarda fistulosa,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Monarda,,1,26.3,5,15.3,34.21184006,1.5,5,1.3,2.906888371,prudence,0
8881,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4271,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Monarda fistulosa,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Monarda,,1,9.6,5,4.4,9.838699101,1.4,5,0.9,2.01246118,prudence,0
8882,41,mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,4271,Greiling,dunrie,a,da,Kichanan,nopporn,,n,Plant Ecology,plant_ecol,2002,GrKi02Pl,182,c,42.47,-84,t,field,tp,tp,p,p,Monarda fistulosa,perennial forb,plants,plants,table 1,abundance,number of seedlings emerged,species identity,na,Monarda,,1,7.8,5,4.3,9.615092303,0.4,5,0.4,0.894427191,prudence,0
8883,41,nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,4272,Grudemo,johan,,j,Bohlin,torgny,,t,Journal of Experimental Marine Biology and Ecology,j_exp_mar_biol_ecol,2000,GrBo00Jo,177,c,999999,999999,m,laboratory,ai,ai,i,i,Hydrobia ulvae ,snails,Hydrobia ventrosa,snails,figure 3,growth,growth (mm),abundance,na,density 6139,,1,1.71951,45,0.05488,0.368146232,2.37805,45,0.07317,0.490839282,prudence,0
8884,41,nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,4273,Grudemo,johan,,j,Bohlin,torgny,,t,Journal of Experimental Marine Biology and Ecology,j_exp_mar_biol_ecol,2000,GrBo00Jo,177,c,999999,999999,m,laboratory,ai,ai,i,i,Hydrobia ulvae ,snails,Hydrobia ventrosa,snails,figure 3,growth,growth (mm),abundance,na,density 18416,,1,0.713415,45,0.054878,0.368132815,2.10366,45,0.07317,0.490839282,prudence,0
8885,41,ooooooooooooooooooooooooooooooooooooooooo,4274,Grudemo,johan,,j,Bohlin,torgny,,t,Journal of Experimental Marine Biology and Ecology,j_exp_mar_biol_ecol,2000,GrBo00Jo,177,c,999999,999999,m,laboratory,ai,ai,i,i,Hydrobia ventrosa,snails,Hydrobia ulvae ,snails,figure 3,growth,growth (mm),abundance,na,density 6139,,1,1.35366,45,0.05488,0.368146232,1.0061,45,0.036588,0.245439765,prudence,0
8886,41,ooooooooooooooooooooooooooooooooooooooooo,4275,Grudemo,johan,,j,Bohlin,torgny,,t,Journal of Experimental Marine Biology and Ecology,j_exp_mar_biol_ecol,2000,GrBo00Jo,177,c,999999,999999,m,laboratory,ai,ai,i,i,Hydrobia ventrosa,snails,Hydrobia ulvae ,snails,figure 3,growth,growth (mm),abundance,na,density 18416,,1,0.786585,45,0.036586,0.245426349,0.164634,45,,,prudence,0
8887,41,ppppppppppppppppppppppppppppppppppppppppp,4276,Gustafsson,christel,,c,Ehrlen,johan,,j,Oikos,oikos,2003,GuEh03Oi,185,c,56.8,16.69,t,field,tp,tp,p,p,Sanicula europaea,perennial herb,plants,plants,figure 1,biomass,total leaf area,temporal,na,Autumn 97,730,1,5884.62,4,865.38,1730.76,10211.5,4,1730.8,3461.6,prudence,0
8888,41,ppppppppppppppppppppppppppppppppppppppppp,4277,Gustafsson,christel,,c,Ehrlen,johan,,j,Oikos,oikos,2003,GuEh03Oi,185,c,56.8,16.69,t,field,tp,tp,p,p,Sanicula europaea,perennial herb,plants,plants,figure 1,biomass,total leaf area,temporal,na,Spring 98,730,1,5365.38,4,519.24,1038.48,8480.77,4,865.38,1730.76,prudence,0
8889,41,ppppppppppppppppppppppppppppppppppppppppp,4278,Gustafsson,christel,,c,Ehrlen,johan,,j,Oikos,oikos,2003,GuEh03Oi,185,c,56.8,16.69,t,field,tp,tp,p,p,Sanicula europaea,perennial herb,plants,plants,figure 1,biomass,total leaf area,temporal,na,Autumn 98,730,1,8653.85,4,692.3,1384.6,11250,4,1384.6,2769.2,prudence,0
8890,41,ppppppppppppppppppppppppppppppppppppppppp,4279,Gustafsson,christel,,c,Ehrlen,johan,,j,Oikos,oikos,2003,GuEh03Oi,185,c,56.8,16.69,t,field,tp,tp,p,p,Sanicula europaea,perennial herb,plants,plants,figure 1,biomass,total leaf area,temporal,na,Spring 99,730,1,8480.77,4,1038.46,2076.92,13153.8,4,1557.7,3115.4,prudence,0
8891,41,ppppppppppppppppppppppppppppppppppppppppp,4280,Gustafsson,christel,,c,Ehrlen,johan,,j,Oikos,oikos,2003,GuEh03Oi,185,c,56.8,16.69,t,field,tp,tp,p,p,Sanicula europaea,perennial herb,plants,plants,figure 1,biomass,total leaf area,temporal,na,Autumn 99,730,1,14192.3,4,1557.7,3115.4,14538.5,4,1557.7,3115.4,prudence,0
8892,41,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,4281,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes dorsopunicans,damselfish,Stegastes planifrons,damselfish,figure 2a,abundance,density,temporal,na,Dec,210,1,2.02326,4,,,1.97674,4,,,prudence,0
8893,41,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,4282,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes dorsopunicans,damselfish,Stegastes planifrons,damselfish,figure 2a,abundance,density,temporal,na,Feb,210,1,2,4,0.86047,1.72094,1.51163,4,0.767444,1.534888,prudence,0
8894,41,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,4283,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes dorsopunicans,damselfish,Stegastes planifrons,damselfish,figure 2a,abundance,density,temporal,na,June,210,1,2.04651,4,1.23256,2.46512,1.5814,4,0.813958,1.627916,prudence,0
8895,41,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,4284,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes dorsopunicans,damselfish,Stegastes planifrons,damselfish,figure 2a,abundance,density,temporal,na,Mar,210,1,2.09302,4,1.16279,2.32558,1.81395,4,0.46511,0.93022,prudence,0
8896,41,qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,4285,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes dorsopunicans,damselfish,Stegastes planifrons,damselfish,figure 2a,abundance,density,temporal,na,May,210,1,1.95349,4,1.04651,2.09302,1.55814,4,0.790698,1.581396,prudence,0
8897,41,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,4286,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes planifrons,damselfish,Stegastes dorsopunicans,damselfish,figure 2b,abundance,density,temporal,na,Dec,210,1,1.1345,4,0.52632,1.05264,1.00585,4,0.421055,0.84211,prudence,0
8898,41,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,4287,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes planifrons,damselfish,Stegastes dorsopunicans,damselfish,figure 2b,abundance,density,temporal,na,Feb,210,1,1.18129,4,0.49122,0.98244,0.77193,4,0.444445,0.88889,prudence,0
8899,41,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,4288,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes planifrons,damselfish,Stegastes dorsopunicans,damselfish,figure 2b,abundance,density,temporal,na,June,210,1,1.1345,4,0.38597,0.77194,0.725146,4,0.362573,0.725146,prudence,0
8900,41,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,4289,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes planifrons,damselfish,Stegastes dorsopunicans,damselfish,figure 2b,abundance,density,temporal,na,Mar,210,1,1.1345,4,0.38597,0.77194,0.865497,4,0.479532,0.959064,prudence,0
8901,41,rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,4290,Gutierrez,laura,,l,,,,,Oecologia,oecologia,1998,Gu98Oe,184,c,9.37,-78.37,m,field,f,f,v,v,Stegastes planifrons,damselfish,Stegastes dorsopunicans,damselfish,figure 2b,abundance,density,temporal,na,May,210,1,1.1345,4,0.37427,0.74854,0.736842,4,0.374269,0.748538,prudence,0
8902,41,sssssssssssssssssssssssssssssssssssssssss,4291,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,M 1981,1220,1,3.7931,3,0.34483,0.59726308,2.93103,3,0.68965,1.194508839,prudence,0
8903,41,sssssssssssssssssssssssssssssssssssssssss,4292,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1981,1220,1,4.65517,3,1.37931,2.389034999,3.27586,3,1.37931,2.389034999,prudence,0
8904,41,sssssssssssssssssssssssssssssssssssssssss,4293,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1981,1220,1,6.03448,3,1.03449,1.79178924,2.24138,3,1.379311,2.389036731,prudence,0
8905,41,sssssssssssssssssssssssssssssssssssssssss,4294,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1981,1220,1,3.7931,3,0.34483,0.59726308,0.689655,3,0.344827,0.597257884,prudence,0
8906,41,sssssssssssssssssssssssssssssssssssssssss,4295,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1981,1220,1,8.10345,3,2.06895,3.583526518,2.75862,3,0.68965,1.194508839,prudence,0
8907,41,sssssssssssssssssssssssssssssssssssssssss,4296,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,A 1981,1220,1,7.75862,3,0.86207,1.49314904,5.68966,3,1.72414,2.986298079,prudence,0
8908,41,sssssssssssssssssssssssssssssssssssssssss,4297,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,S 1981,1220,1,12.4138,3,2.7586,4.778035358,11.2069,3,1.55173,2.6876752,prudence,0
8909,41,sssssssssssssssssssssssssssssssssssssssss,4298,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,M 1982,1220,1,8.62069,3,2.75861,4.778052678,6.2069,3,1.37931,2.389034999,prudence,0
8910,41,sssssssssssssssssssssssssssssssssssssssss,4299,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1982,1220,1,6.72414,3,3.27586,5.673955958,5,3,2.06897,3.583561159,prudence,0
8911,41,sssssssssssssssssssssssssssssssssssssssss,4300,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1982,1220,1,6.2069,3,1.37931,2.389034999,3.62069,3,2.24138,3.882184039,prudence,0
8912,41,sssssssssssssssssssssssssssssssssssssssss,4301,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1982,1220,1,12.069,3,3.9655,6.868447477,8.10345,3,1.37931,2.389034999,prudence,0
8913,41,sssssssssssssssssssssssssssssssssssssssss,4302,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,A 1982,1220,1,9.13793,3,1.55177,2.687744482,8.44828,3,3.62069,6.271219038,prudence,0
8914,41,sssssssssssssssssssssssssssssssssssssssss,4303,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,A 1982,1220,1,10.8621,3,1.2069,2.09041212,7.58621,3,2.58621,4.479447119,prudence,0
8915,41,sssssssssssssssssssssssssssssssssssssssss,4304,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,S 1982,1220,1,9.65517,3,1.89653,3.284886318,5.86207,3,1.72414,2.986298079,prudence,0
8916,41,sssssssssssssssssssssssssssssssssssssssss,4305,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,M 1983,1220,1,8.44828,3,2.58622,4.47946444,5.51724,3,0.34483,0.59726308,prudence,0
8917,41,sssssssssssssssssssssssssssssssssssssssss,4306,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,M 1983,1220,1,7.06897,3,2.24137,3.882166719,5.17241,3,0.86207,1.49314904,prudence,0
8918,41,sssssssssssssssssssssssssssssssssssssssss,4307,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1983,1220,1,7.58621,3,2.4138,4.180824239,8.10345,3,4.48275,7.764350758,prudence,0
8919,41,sssssssssssssssssssssssssssssssssssssssss,4308,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1893,1220,1,2.24138,3,1.03448,1.791771919,2.41379,3,0.34483,0.59726308,prudence,0
8920,41,sssssssssssssssssssssssssssssssssssssssss,4309,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1893,1220,1,5,3,1.37931,2.389034999,6.03448,3,3.44828,5.972596159,prudence,0
8921,41,sssssssssssssssssssssssssssssssssssssssss,4310,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,A 1983,1220,1,6.37931,3,1.2069,2.09041212,6.03448,3,3.7931,6.569841918,prudence,0
8922,41,sssssssssssssssssssssssssssssssssssssssss,4311,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,A 1983,1220,1,12.931,3,3.9656,6.868620682,3.10345,3,2.241381,3.882185771,prudence,0
8923,41,sssssssssssssssssssssssssssssssssssssssss,4312,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,S 1983,1220,1,6.03448,3,1.03449,1.79178924,7.41379,3,1.72413,2.986280759,prudence,0
8924,41,sssssssssssssssssssssssssssssssssssssssss,4313,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,M 1984,1220,1,7.93103,3,1.89656,3.28493828,4.31034,3,1.55172,2.687657879,prudence,0
8925,41,sssssssssssssssssssssssssssssssssssssssss,4314,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,M 1984,1220,1,7.24138,3,0.68965,1.194508839,7.06897,3,2.41379,4.180806919,prudence,0
8926,41,sssssssssssssssssssssssssssssssssssssssss,4315,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1984,1220,1,6.2069,3,1.2069,2.09041212,4.82759,3,3.965521,6.86848385,prudence,0
8927,41,sssssssssssssssssssssssssssssssssssssssss,4316,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1984,1220,1,8.62069,3,4.31031,7.465675916,4.82759,3,1.37931,2.389034999,prudence,0
8928,41,sssssssssssssssssssssssssssssssssssssssss,4317,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1984,1220,1,8.27586,3,1.72414,2.986298079,7.75862,3,3.44828,5.972596159,prudence,0
8929,41,sssssssssssssssssssssssssssssssssssssssss,4318,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,J 1984,1220,1,8.96552,3,1.03449,1.79178924,9.65517,3,4.48273,7.764316117,prudence,0
8930,41,sssssssssssssssssssssssssssssssssssssssss,4319,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,A 1984,1220,1,10.6897,3,1.7241,2.986228797,7.75862,3,1.72414,2.986298079,prudence,0
8931,41,sssssssssssssssssssssssssssssssssssssssss,4320,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,A 1984,1220,1,8.62069,3,1.89651,3.284851677,5.86207,3,0.86207,1.49314904,prudence,0
8932,41,sssssssssssssssssssssssssssssssssssssssss,4321,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus monticola,salamander,Desmognathus ochrophaeus,salamander,figure 4,abundance,abundance,temporal,na,S 1984,1220,1,4.65517,3,1.03449,1.79178924,4.31034,3,0.34482,0.597245759,prudence,0
8933,41,ttttttttttttttttttttttttttttttttttttttttt,4322,Hairston,nelson,g,ng,,,,,American Naturalist,am_nat,1986,Ha86Am,186,c,35.03,-83.38,lo,field,h,h,v,v,Desmognathus ochrophaeus,salamander,Desmognathus monticola,salamander,figure 3,abundance,abundance,temporal,na,M 1981,1220,1,8.46154,3,1.53846,2.664690885,8.46154,3,2.30766,3.996984367,prudence,0
